no.;Kode Baru;Nama Bahan Makanan;Komposisi Zat Gizi Makanan per 100 gram BDD (Bagian yang Dapat Dimakan) - Sumber: TKPI 2019;;;;;;;;;;;;;;;;;;;;;;Mentah /Olahan;Kelompok Makanan;Sumber TKPI 2019;Porsi (g)
;;;Air;Energi;Protein;Lemak;Karbohidrat;Serat;Abu;Kalsium (Ca);Fosfor (P);Besi (Fe);Natrium (Na);Kalium (Ka);Tembaga (Cu);Seng (Zn);Retinol (vit. A);β-karoten;Karoten total;Thiamin (vit. B1);Riboflavin (vit. B2);Niasin;Vitamin C;BDD;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;(g);(Kal);(g);(g);(g);(g);(g);(mg);(mg);(mg);(mg);(mg);(mg);(mg);(mcg);(mcg);(mcg);(mg);(mg);(mg);(mg);(%);;;;
377;CR047;Lamtoro biji, tua, segar;61,4;148;10,6;0,5;26,2;17;1,3;155;59;2,2;28;628,6;0,03;2,4;-;-;416;0,23;0,49;2,8;20;100;Tunggal;Kacang;DABM-1964;100
378;CR048;Lamtoro var. gung tanpa kulit;10,2;367;46,4;5,4;32,5;2,6;4,4;136;441;23,3;65;1.462,30;0,07;5,6;-;-;18.900;0,06;1,15;1;9;100;Tunggal;Kacang;KZGPI-1990;100
379;CR049;Lamtoro var. lokal dengan kulit;13,5;336;23,8;1,2;59,7;15,4;1,8;867;321;1,5;134;1.858,90;0,07;5,4;-;-;321;0,15;1,34;0,9;16;100;Tunggal;Kacang;KZGPI-1990;100
380;CR050;Nangka, biji, segar;57,7;165;4,2;0,1;36,7;1,8;1,3;33;200;1;69;179;0,12;0,2;-;-;-;0,2;0,03;1,4;10;75;Tunggal;Kacang;DABM-1964;100
381;CR051;Saga merah terkupas, mentah;8,1;449;30,6;25,5;31,9;3,5;3,9;1.062;161;14,2;66;1.496,50;0,07;5,7;-;9;107;0,09;1,5;10,9;7;100;Tunggal;Kacang;KZGPI-1990;100
382;CR052;Wijen, mentah;5,8;568;19,3;51,1;18,1;3,6;5,8;1.125;614;9,5;18;303,7;4,16;7,9;-;15;-;0,93;0,2;5,7;-;100;Tunggal;Kacang;DABM-1964;100
383;DP001;Bayam, kukus;90,7;30;1,3;0,7;5,8;1,2;1,6;239;35;5,7;15;431;0,1;0,3;-;2.699;3.750;0,02;0,1;0,9;32;100;Olahan;Sayur;KZGPI-1990;100
384;DP002;Bayam, rebus;93,5;23;1,2;0,6;3,7;1,1;1;150;35;0,5;16;308,4;0,2;0,3;-;3.282;2.864;0,02;0,1;0,9;19;100;Olahan;Sayur;KZGPI-1990;100
385;DP003;Buncis, rebus;90,6;30;2,2;0,2;6,4;1,5;0,6;107;47;0,5;7;138,9;0,1;0,3;-;1;402;0,01;0,29;2;8;100;Olahan;Sayur;KZGPI-1990;100
386;DP004;Daun kacang panjang, kukus;87,2;40;3,7;0,3;8;1,8;0,8;111;66;3,7;6;419,5;0,2;0,3;-;2.645;5.781;0,15;0,2;0,9;11;100;Olahan;Sayur;KZGPI-1990;100
387;DP005;Daun katuk, rebus;83,3;53;5,3;0,9;9,1;1,2;1,4;185;102;3,1;16;291,3;0,3;1,3;-;11.131;9.000;-;0,3;2,2;66;100;Olahan;Sayur;KZGPI-1990;100
388;DP006;Daun kelor, rebus;80,3;61;6,1;0,9;10;0,9;2,6;255;36;2,1;45;181,2;0,1;0,6;-;3.972;6.071;0,1;0,1;4;13;100;Olahan;Sayur;KZGPI-1990;100
389;DP007;Daun mengkudu, kukus;81,6;63;3,8;1,5;11,5;2,4;1,6;300;43;6;-;-;-;-;-;2;4.900;0,08;0,1;5,2;11;100;Olahan;Sayur;KZGPI-1990;100
390;DP008;Daun singkong, rebus;90,5;31;3,7;0,6;4,8;1,6;0,4;160;50;2,6;13;14;0,1;2;-;3.897;4.150;0,02;0,1;1,7;34;100;Olahan;Sayur;KZGPI-1990;100
391;DP009;Daun talas, rebus;91,6;27;1,3;0,2;5,9;1,6;1;119;41;1,4;3;519,4;0,5;0,5;-;4.641;2.682;-;0,6;1,9;7;100;Olahan;Sayur;KZGPI-1990;100
392;DP010;Daun ubi merah, kukus;82,5;56;3,1;0,3;13;1,5;1,1;78;52;4,3;28;472,8;0,1;0,4;-;5.277;5.397;-;0,2;1,1;14;100;Olahan;Sayur;KZGPI-1990;100
393;DP011;Kacang panjang, kukus;88,2;39;3;0,6;7,6;1,7;0,6;100;91;1,2;28;199;0,11;0,5;-;131;205;0,02;0,1;0,3;20;100;Olahan;Sayur;KZGPI-1990;100
394;DP012;Kacang panjang, rebus;90,9;30;2,3;0,4;5,8;1,4;0,6;71;68;0,8;24;114,5;0,1;0,4;-;128;162;-;0,07;0,2;15;100;Olahan;Sayur;KZGPI-1990;100
395;DP013;Kangkung, kukus;90,4;30;3,2;0,7;4,7;1,8;1;70;49;4,4;45;184,9;0,1;0,4;-;2.370;5.837;0,03;0,28;1,4;11;100;Olahan;Sayur;KZGPI-1990;100
396;DP014;Kangkung, rebus;93;22;2,5;0,6;3,1;1,2;0,8;50;51;3,5;31;98;0,1;0,3;-;2.370;4.325;0,01;0,22;1,2;13;100;Olahan;Sayur;KZGPI-1990;100
397;DP015;Paria putih, kukus;95;16;0,8;0,2;3,4;1,2;0,6;16;33;0,5;4;236;-;0,7;-;187;65;0,15;0,04;0,3;35;100;Olahan;Sayur;KZGPI-1990;100
398;DP016;Selada, rebus;93,5;19;2,7;0,2;2,9;0,7;0,7;83;74;1,4;24;160,7;0,05;0,3;-;2.499;3.700;0,08;0,2;0,6;27;100;Olahan;Sayur;KZGPI-1990;100
399;DP017;Taoge, goreng;79,2;88;3,2;2,1;14;0,7;1,5;168;50;5,7;-;-;-;-;2;-;613;0,05;-;-;-;100;Olahan;Sayur;KZGPI-1990;100
400;DP018;Taoge, seduh;91,9;28;3;0,8;4;1;0,3;52;73;0,5;18;58,3;0,19;0,4;-;46;18;0,1;-;0,9;2;87;Olahan;Sayur;KZGPI-1990;100
401;DP019;Terung panjang, kukus;92,7;23;1,8;0,1;4,9;0,4;0,5;40;13;0,5;9;57;67,1;0,2;-;99;20;-;0,07;0,7;1;100;Olahan;Sayur;KZGPI-1990;100
402;DP020;Wortel, rebus;92,1;28;0,7;0,5;6,3;0,8;0,4;46;28;0,6;41;117,3;0,1;0,2;-;3.824;5.396;0,01;0,03;0,7;12;100;Olahan;Sayur;KZGPI-1990;100
403;DP021;Wortel, kukus;89,5;37;1;0,6;8,3;1,1;0,6;44;30;0,6;43;122,5;0,11;0,3;-;3.994;7.150;0,02;0,03;0,8;14;100;Olahan;Sayur;KZGPI-1990;100
404;DP022;Asinan Bogor, sayuran;78;98;3,9;2,6;14,8;0,5;0,7;314;17;1,2;483;-;-;-;10;-;146;0,28;-;-;5;100;Olahan;Sayur;KZGMS-1993;100
405;DP023;Anyang, sayur;76,9;126;3,4;7,9;10,3;5,4;1,5;180;1;2,9;290;181;0,3;1,2;-;3.263;-;0,2;-;-;-;100;Olahan;Sayur;KZGMI-2001;100
406;DP024;Ares, sayur;77,7;113;0,9;7,2;11,2;4,7;3;63;5;1,5;1.413;1.030,00;0,7;3,8;-;6;-;0,1;-;0,5;-;100;Olahan;Sayur;KZGMI-2001;100
407;DP025;Arwan sirsir;59;277;2,4;25;10,7;4,6;2,9;120;40;2,4;240;320;0,2;0,9;-;1.578;-;0,1;0,2;-;11;100;Olahan;Sayur;KZGMI-2001;100
408;DP026;Beberuk;89,1;65;1,1;5,2;3,5;3,1;1,1;179;72;8,3;53;427;0,4;0,2;-;44;-;0,3;-;4,4;-;100;Olahan;Sayur;KZGMI-2001;100
409;DP027;Botok lamtoro;63,9;186;11,7;9,7;13;2,1;2,2;771;322;26;-;-;-;-;18;-;179;0,27;-;-;2;100;Olahan;Sayur;KZGPI-1990;100
410;DP028;Buntil daun talas;74,5;141;4,4;10,2;8;1,8;3;149;121;14,5;-;-;-;-;13;-;8.610;0,25;-;-;1;100;Olahan;Sayur;KZGPI-1990;100
411;DP029;Cammetutu;79,6;102;3,2;6;8,7;4,3;2,5;41;93;0,5;443;518;0,3;0,7;-;1.123;-;0,3;0,4;0,4;19;100;Olahan;Sayur;KZGMI-2001;100
412;DP030;Cap cai, sayur;82,7;97;5,8;6,3;4,2;0,6;1;287;89;1,8;405;-;-;-;45;-;1.640;0,21;-;-;1;100;Olahan;Sayur;KZGMS-1993;100
413;DP031;Gado-gado;68,5;137;6,1;3,2;21;1,1;1,5;301;135;7,5;-;-;-;-;3;-;5.929;0,1;-;-;1;100;Olahan;Sayur;KZGPI-1990;100
414;DP032;Gudeg, sayur;69,2;160;3,3;9,2;16;2,3;2,1;62;55;12,8;-;-;-;-;-;-;166;0,15;-;-;-;100;Olahan;Sayur;KZGPI-1990;100
415;DP033;Gulai pakis;76,1;143;4;11,4;6;1,4;2,6;548;124;1,7;-;-;-;-;11;-;9.802;0,35;-;-;1;100;Olahan;Sayur;KZGPI-1990;100
416;DP034;Gulai pliek;71,9;176;7,3;14,9;3,2;-;2,7;39;54;1,4;257;285;0,3;0,6;-;-;-;-;-;-;-;100;Olahan;Sayur;KZGMI-2001;100
417;DP035;Kadada katembe;80;110;4,5;6,9;7,1;3,9;1,5;26;77;-;178;131;0,2;0,7;-;46;-;0,1;-;3,7;23;100;Olahan;Sayur;KZGMI-2001;100
418;DP036;Kaparende, sayur;91,7;38;2,4;2;2,6;1,5;1,3;126;68;-;170;43;-;0,3;-;40;-;0,1;-;3,7;22;100;Olahan;Sayur;KZGMI-2001;100
419;DP037;Karedok, sayur;79;92;2,2;3,3;14,1;1,4;1,4;174;85;2,4;-;-;-;-;-;-;1;0,08;-;-;3;100;Olahan;Sayur;KZGPI-1990;100
420;DP038;Keripik bayam;2,3;586;4,9;40,6;50,2;0,5;1,9;236;117;3,6;-;-;-;-;-;-;4.544;0,16;-;-;-;100;Olahan;Sayur;KZGPI-1990;100
421;DP039;Kotiu hinela tawang nggole;88,4;46;2,2;1,5;6;3,8;1,9;64;44;-;316;103;1,6;0,8;-;75;-;0,3;-;9,7;7;100;Olahan;Sayur;KZGMI-2001;100
422;DP040;Lema/Rebung asam;96,3;15;1;0,4;1,9;-;0,4;17;230;2,9;3;156;0,1;0,7;-;-;-;0,3;-;-;-;100;Olahan;Sayur;KZGMI-2001;100
423;DP041;Lilin bungkus gedi;84,8;79;2,3;5,2;5,8;2,5;1,9;170;70;0,9;170;50;0,2;0,8;-;-;-;0,2;0,1;-;18;100;Olahan;Sayur;KZGMI-2001;100
424;DP042;Olah-olah;83,9;9;2,1;6;7,1;4,4;0,9;26;3;1,2;289;266;0,3;0,6;-;36;-;0,2;0,1;0,4;-;100;Olahan;Sayur;KZGMI-2001;100
425;DP043;Paku hinela wulelenggapaya;83,4;77;3,5;4,6;5,4;3,6;3,1;63;85;-;469;37;0,3;0,7;-;55;-;0,8;0,1;0,2;4;100;Olahan;Sayur;KZGMI-2001;100
426;DP044;Pelecing kangkung;83,8;75;2,5;2,8;10;5,4;0,9;36;3;2,1;408;381;0,1;0,4;-;870;-;0,7;-;0,2;12;100;Olahan;Sayur;KZGMI-2001;100
427;DP045;Purundawa;91,8;25;1,5;0,5;3,6;1,7;2,6;147;39;-;239;201;0,1;0,6;-;55;-;0,1;0,1;11,6;2;100;Olahan;Sayur;KZGMI-2001;100
428;DP046;Rujak cingur;70,1;153;11,3;8,4;8;1,4;1,4;256;143;4,4;-;-;-;-;18;-;2.880;0,16;-;-;2;100;Olahan;Sayur;KZGPI-1990;100
429;DP047;Sayur asem;93,2;29;0,7;0,6;5;0,6;0,8;40;61;3,1;-;-;-;-;14;-;2.075;0,1;-;-;0,3;100;Olahan;Sayur;KZGPI-1990;100
430;DP048;Sayur bunga pepaya;83,4;49;1,7;0,3;9,8;2,7;2,1;220;220;1,3;90;350;0,1;0,1;-;372;-;-;0,1;-;-;100;Olahan;Sayur;KZGMI-2001;100
431;DP049;Sayur garu;70,8;178;2,6;13,9;10,6;8,4;2,1;30;130;0,9;20;120;0,1;0,3;-;-;-;0,2;0,1;-;9;100;Olahan;Sayur;KZGMI-2001;100
432;DP050;Sayur kohu-kohu;72,8;133;7,3;6,6;11,2;1,2;2,1;40;120;0,2;20;50;0,1;0,3;-;944;-;0,2;0,2;-;9;100;Olahan;Sayur;KZGMI-2001;100
433;DP051;Sayur lilin-terubuk;90,4;36;2,7;0,7;4,8;1,4;1,4;10;90;0,1;30;44;0,2;1;-;-;-;0,3;0,2;-;18;100;Olahan;Sayur;KZGMI-2001;100
434;DP052;Sayur ndusuk;87,5;49;3,1;2,5;3,6;-;3,1;11;6;0,5;1.011;88;-;0,2;-;-;-;0,2;0,1;-;15;100;Olahan;Sayur;KZGMI-2001;100
435;DP053;Sayur sop;92,7;27;1,3;2;1;0,3;2,7;168;57;1,8;-;-;-;-;20;-;2.569;0,1;-;-;0,2;100;Olahan;Sayur;KZGPI-1990;100
436;DP054;Sayur umbut kelapa;85,5;67;5,2;2,9;5,1;1,4;1,3;48;81;3,2;313;108;0,2;1,1;-;21;-;0,2;-;-;5;100;Olahan;Sayur;KZGMI-2001;100
437;DP055;Sayur umbut rotan;87,6;57;5,4;2,6;3,1;1,6;1,3;184;135;1,2;256;81;0,2;0,9;-;18;-;0,2;-;-;6;100;Olahan;Sayur;KZGMI-2001;100
438;DP056;Shabu-shabu;87,1;88;3,2;8;0,8;0,9;0,9;217;48;2,9;514;-;-;-;82;-;2.000;0,2;-;-;-;100;Olahan;Sayur;KZGMS-1993;100
439;DP057;Semur jengkol;52,7;212;6;10;29,1;-;2,2;77;99;1;-;-;-;-;-;-;81;0,14;-;-;4;100;Olahan;Sayur;KZGMS-1993;100
440;DP058;Tinira ninahu nggaluku;91,8;33;1,2;1,3;4,1;3,1;1,5;35;35;-;161;119;0,2;0,7;-;6;-;0,3;-;3,5;10;100;Olahan;Sayur;KZGMI-2001;100
441;DP059;Tumis bayam bersantan;91,2;48;1,4;4,2;2,6;0,5;0,6;129;27;0,8;-;-;-;-;-;-;2.988;0,01;-;-;22;100;Olahan;Sayur;KZGPI-1990;100
442;DP060;Waluh balamak;89,4;45;0,8;0,9;8,1;7,9;1;25;25;0,5;61;15;-;0,2;-;1.241;-;0,2;-;0,1;2;100;Olahan;Sayur;KZGMI-2001;100
443;DP061;Woku ubi;73;143;3,1;7,8;15;7;1,1;195;91;2,8;353;256;0,3;1;-;1.519;-;0,1;-;-;15;100;Olahan;Sayur;KZGMI-2001;100
444;DR001;Akar tonjong, segar;86,7;45;1,1;0,4;10,8;1,2;1;72;125;1,3;96;1.147,10;0,02;0,2;-;83;90;0,02;0,03;1,9;2;100;Tunggal;Sayur;KZGPI-1990;100
445;DR002;Ale,toge, segar;90,6;37;4,4;0,5;3,8;1,7;0,7;50;248;2;2;105;0,16;0,4;-;-;35;0,02;0,09;0,6;46;90;Tunggal;Sayur;KZGPI-1990;100
446;DR003;Andaliman, segar;74,2;99;4,6;1;18;8,5;2,2;383;107;2,9;-;-;-;-;-;-;6.300;3;-;-;15;100;Tunggal;Sayur;KZGPI-1990;100
447;DR004;Andewi, segar;91,8;226;1,6;0,2;5,3;4,1;1,1;33;66;1;29;414,6;0,13;1;-;1.717;-;0,14;0,09;0,5;10;80;Tunggal;Sayur;DABM-1964;100
448;DR005;Bakung, segar;92,5;27;2;0,2;4,2;3,8;1,1;19;20;0,5;37;340;0,2;0,3;-;1.080;-;0,2;0,1;0,3;42;100;Tunggal;Sayur;KZGMI-2001;100
449;DR006;Baligo, segar;96,1;15;0,4;0,2;3;0,4;0,3;19;19;0,4;2;131,1;0,02;0,6;-;-;-;0,04;0,02;0,3;13;69;Tunggal;Sayur;DABM-1964;100
450;DR007;Bawang bombay, segar;87,5;43;1,4;0,2;10,3;2;0,6;32;44;0,5;12;9,6;0,1;0,3;-;788;50;0,03;0,21;0,4;9;94;Tunggal;Sayur;DABM-1964;100
451;DR008;Bayam, segar;94,5;16;0,9;0,4;2,9;0,7;1,3;166;76;3,5;16;456,4;0,13;0,4;-;2.699;2.293;0,04;0,1;1;41;71;Tunggal;Sayur;KZGPI-1990;100
452;DR009;Bayam merah, segar;88,5;41;2,2;0,8;6,3;2,2;2,2;520;80;7;20;60;0,2;0,8;-;7.325;-;0,2;0,1;0,1;62;71;Tunggal;Sayur;KZGMI-2001;100
453;DR010;Bit, segar;87,6;41;1,6;0,1;9,6;2,6;1,1;27;43;1;29;404,9;0,2;0,7;-;-;20;0,02;0,05;0,3;10;75;Tunggal;Sayur;DABM-1964;100
454;DR011;Buah kelor;89,5;38;1,5;0,2;7,5;3,2;1,3;30;54;-;48;216;-;0,2;-;31;-;0,1;0,1;4,1;25;65;Tunggal;Sayur;KZGMI-2001;100
455;DR012;Buah merah;81,2;87;2,6;2,7;13,1;4;0,4;30;1;1,1;110;140;0,1;0,3;-;-;-;1,5;0,1;0,2;15;100;Tunggal;Sayur;KZGMI-2001;100
456;DR013;Buncis, segar;89,6;34;2,4;0,3;7,2;1,9;0,5;101;42;0,7;8;250;0,07;0,3;-;772;550;0,05;0,4;2,8;11;90;Tunggal;Sayur;KZGPI-1990;100
457;DR014;Bunga pepaya, segar;87,3;45;2,6;0,3;8,1;1,6;1,7;290;113;4,2;2;478,3;0,08;0,8;-;2.792;5;0,01;0,28;1;23;100;Tunggal;Sayur;KZGPI-1990;100
458;DR015;Bunga turi, segar;90,4;42;2;1,1;6,1;3,3;0,4;28;23;0,8;97;97,4;0,1;0,6;-;1.000;0,1;0,5;0,02;0,4;1;96;Tunggal;Sayur;BKP;100
459;DR016;Caisin, segar;93,6;20;1,7;0,4;3,4;1,2;0,9;123;40;1,9;18;358,2;0,05;1,4;-;1.675;4.188;0,04;0,19;0,6;3;100;Tunggal;Sayur;KZGPI-1990;100
460;DR017;Daun bangun-bangun, segar;92,5;27;1,3;0,6;4;1;1,6;279;40;13,6;4;144;-;-;-;1.489;13.288;0,16;0,1;-;5;66;Tunggal;Sayur;KZGPI-1990;100
461;DR018;Daun bawang merah, segar;89,1;41;2;0,3;7,8;2,1;0,8;60;40;2,3;30;90;0,1;0,3;-;218;-;0,1;0,1;0,2;11;67;Tunggal;Sayur;KZGMI-2001;100
462;DR019;Daun bebuas, segar;87,9;41;2,7;1;7,3;2,1;1,1;29;245;1,5;-;-;-;-;-;-;3.099;0,01;-;-;3;49;Tunggal;Sayur;KZGPI-1990;100
463;DR020;Daun belem, segar;84,6;50;4,4;1,4;7,8;1,9;1,8;698;151;7,5;-;-;-;-;-;-;13.072;0,05;-;-;21;81;Tunggal;Sayur;KZGPI-1990;100
464;DR021;Daun bluntas, segar;86;44;1,8;0,5;9,4;-;2,3;256;49;5,6;-;-;-;-;-;-;3.980;0,02;-;-;30;65;Tunggal;Sayur;DABM-1964;100
465;DR022;Daun gandaria, segar;81;63;3,1;0,3;14;2,1;1,6;40;45;4,7;3;127,7;-;-;-;503;600;0,04;0,04;0,2;61;65;Tunggal;Sayur;DABM-1964;100
466;DR023;Daun gedi besar, segar;84;58;2,9;0,7;10;3,3;2,4;440;100;1,9;30;40;0,2;2,1;-;596;-;0,4;0,5;2,8;11;65;Tunggal;Sayur;KZGMI-2001;100
467;DR024;Daun gedi kecil, segar;83,7;61;3,2;0,7;10,4;3,4;2;420;70;1,7;20;50;0,1;1,4;-;607;-;0,4;0,3;2,9;11;65;Tunggal;Sayur;KZGMI-2001;100
468;DR025;Daun gelang, segar;90,3;30;1,3;0,7;5,8;1,3;1,9;350;210;11,9;5;333,3;0,31;1,2;-;4.701;1.954;0,01;0,14;0,7;1;52;Tunggal;Sayur;KZGPI-1990;100
469;DR026;Daun gunda bali, segar;86,4;50;4,6;0,9;7;1,4;1,1;167;62;0,5;-;-;-;-;-;-;6.571;0,05;-;-;20;49;Tunggal;Sayur;KZGPI-1990;100
470;DR027;Daun gunda serang, segar;84,6;62;4,2;0,9;9,2;1,3;1,1;171;64;0,6;-;-;-;-;-;-;7.347;0,02;-;-;20;47;Tunggal;Sayur;KZGPI-1990;100
471;DR028;Daun jambu mete muda, segar;78;78;4,6;0,5;16,2;3;0,7;33;64;8,9;14;670,5;-;-;-;4.484;2.689;0,02;1,12;1,1;65;65;Tunggal;Sayur;DABM-1964;100
472;DR029;Daun jampang, segar;88,9;34;3,8;0,5;5,3;1,4;1,5;21;245;1;-;-;-;-;-;-;4.357;0,03;-;-;3;47;Tunggal;Sayur;KZGPI-1990;100
473;DR030;Daun jawaw seluang, segar;77,2;93;5;1,3;15,3;3,9;1,2;146;103;5,3;2;434;0,5;1,5;-;-;-;0,1;0,7;-;9;-;Tunggal;Sayur;KZGMI-2001;100
474;DR031;Daun jonghe, segar;91,4;27;2,1;0,7;4,4;2;1,4;253;192;9,5;-;-;-;-;-;-;5.057;0,01;-;-;1;45;Tunggal;Sayur;KZGPI-1990;100
475;DR032;Daun kacang ma, segar;89,1;36;2,9;0,6;6,8;1,8;0,6;64;220;2,2;7;485,3;0,2;0,3;-;2.893;4.377;0,04;0,18;1,2;4;33;Tunggal;Sayur;KZGPI-1990;100
476;DR033;Daun kacang panjang, segar;89,7;30;3,1;0,3;5,8;1,7;1,1;200;66;4,5;7;458,6;0,2;0,3;-;2.734;4.592;0,33;0,2;1,1;30;65;Tunggal;Sayur;KZGPI-1990;100
477;DR034;Daun kasbi/singkong karet, segar;80,3;92;4;3,6;10,9;5,8;1,2;140;70;1,6;70;90;0,3;1,1;-;4.046;-;0,1;0,2;0,1;74;87;Tunggal;Sayur;KZGMI-2001;100
478;DR035;Daun katuk, segar;81;59;6,4;1;9,9;1,5;1,7;233;98;3,5;21;478,8;0,3;1,3;-;9.152;10.020;-;0,31;2,3;164;40;Tunggal;Sayur;KZGPI-1990;100
479;DR036;Daun kecipir, segar;85;52;5;0,5;8,5;-;1;134;81;6,2;6;114;0,3;0,8;-;3.981;5.240;0,28;0,4;2,2;29;70;Tunggal;Sayur;DABM-1964;100
480;DR037;Daun kedondong, segar;81;59;3,5;0,3;13,4;10,7;1,8;540;82;6,2;12;579;-;-;-;1.624;2.900;0,06;0,2;1,5;29;65;Tunggal;Sayur;DABM-1964;100
481;DR038;Daun kelor, segar;75,5;92;5,1;1,6;14,3;8,2;3,5;1.077;76;6;61;298;0,1;0,6;-;3.266;-;0,3;0,1;4,2;22;65;Tunggal;Sayur;KZGMI-2001;100
482;DR039;Daun kemangi, segar;85;43;5,5;0,3;7,5;8,4;1,7;35;106;1;10;457,1;-;-;-;1.282;1.017;0,06;0,1;1,2;30;65;Tunggal;Sayur;DABM-1964;100
483;DR040;Daun kenikir, segar;87,6;45;3,7;0,5;6,6;5,8;1,7;328;65;2,7;431;431;0,1;0,6;-;30.000;12;0,5;0,3;4,5;0,2;36;Tunggal;Sayur;BKP;100
484;DR041;Daun kesum, segar;84,8;48;4,5;0,8;9,1;1,6;0,8;125;142;2,6;11;174,7;0,4;1,2;-;4.216;8.715;0,01;0,1;1,6;4;53;Tunggal;Sayur;KZGPI-1990;100
485;DR042;Daun kol sawi, segar;93,1;22;2,1;0,5;3,6;0,9;0,7;200;92;3,2;19;386,2;0,1;0,2;-;1.806;2.177;0,03;0,2;0,6;3;87;Tunggal;Sayur;KZGPI-1990;100
486;DR043;Daun koro, segar;91;23;3;0,3;3,7;-;2;134;81;6,2;4;68,4;0,2;0,5;-;2.386;5.240;0,28;0,2;1,3;29;65;Tunggal;Sayur;DABM-1964;100
487;DR044;Daun kubis, segar;86,2;51;2,5;1,1;8;3,4;2,2;100;50;3,4;50;100;0,9;0,6;-;3.612;-;0,4;0,1;0,2;16;75;Tunggal;Sayur;KZGMI-2001;100
488;DR045;Daun kumak, segar;95,2;14;1,3;0,3;2,3;0,9;0,9;90;59;2,7;2;36,5;0,1;0,3;-;1.274;2.961;0,01;-;0,5;3;78;Tunggal;Sayur;KZGPI-1990;100
489;DR046;Daun labu siam, segar;89,7;34;4;0,4;4,7;3,5;1,2;58;70;2,5;16;630,7;0,2;0,3;-;4.773;2.025;0,08;0,4;1,7;16;100;Tunggal;Sayur;DABM-1964;100
490;DR047;Daun labu waluh/kuning, segar;89,7;34;3,6;0,6;4,5;2,9;1,6;138;99;3,7;16;630,7;0,2;0,3;-;1.258;2.750;0,14;0,2;1,3;36;70;Tunggal;Sayur;DABM-1964;100
491;DR048;Daun lamtoro, segar;74;87;8,3;1,8;14,4;3,3;1,5;725;174;3,9;10;197,7;0,5;1,4;-;6.900;13.040;-;0,1;2,3;32;40;Tunggal;Sayur;KZGPI-1990;100
492;DR049;Daun leilem, segar;79,4;76;2,8;0,2;15,8;3,1;1,8;296;22;3,4;6;46;0,5;1,1;-;753;-;0,3;0,1;2,5;22;90;Tunggal;Sayur;KZGMI-2001;100
493;DR050;Daun leunca, segar;85;49;4,7;0,5;8,1;-;1,7;210;80;6,1;-;-;-;-;-;-;1.900;0,14;-;-;40;70;Tunggal;Sayur;DABM-1964;100
494;DR051;Daun lobak, segar;90;30;2,3;0,4;5,8;3,2;1,4;140;33;3,7;16;747,4;0,2;0,2;-;5.039;1.000;0,07;1,1;6,5;109;70;Tunggal;Sayur;DKBM-1964;100
495;DR052;Daun lompong talas, segar;87,2;44;3;0,8;7,4;3,3;1,6;76;59;1;3;578,4;0,2;0,4;-;2.584;2.000;0,08;0,4;1,4;31;75;Tunggal;Sayur;DABM-1964;100
496;DR053;Daun mangkokan, segar;82;57;3,7;0,3;11,8;-;2,2;474;49;4;-;-;-;-;-;-;5.450;0,06;-;-;83;80;Tunggal;Sayur;DABM-1964;100
497;DR054;Daun matel ambon, segar;77,1;71;6,8;1,6;11,5;4,6;3;93;95;10,2;-;-;-;-;-;-;49;0,08;-;-;26;100;Tunggal;Sayur;KZGPI-1990;100
498;DR055;Daun melinjo, segar;70,8;104;5;1,3;21,3;10,3;1,6;219;82;4,2;12;604,8;0,4;0,6;-;823;10.000;0,09;-;-;182;88;Tunggal;Sayur;DABM-1964;100
499;DR056;Daun mengkudu, segar;80,9;65;4;1,7;11,4;3,9;2;296;40;6,9;-;-;-;-;-;2;4.958;0,01;0,1;5,7;35;90;Tunggal;Sayur;KZGPI-1990;100
500;DR057;Daun ndusuk, segar;56;166;1,7;0,5;38,8;10,7;3;40;20;1,8;40;310;0,2;0,7;-;14.457;-;0,4;0,1;0,1;30;-;Tunggal;Sayur;KZGMI-2001;100
501;DR058;Daun oyong, segar;93;22;1;0,1;5,3;2;0,6;21;44;2;40;295,5;0,1;0,2;-;855;1.000;0,08;0,1;0,8;150;65;Tunggal;Sayur;DABM-1964;100
502;DR059;Daun pakis, segar;86,8;39;4,5;0,4;6,9;2;1,4;136;159;2,3;20;201,9;0,2;0,3;-;1.625;3.292;0,02;0,1;0,5;3;70;Tunggal;Sayur;KZGPI-1990;100
503;DR060;Daun pakis longgiho, segar;89,5;54;2,2;3,6;3,1;2,1;1,6;40;80;0,7;70;500;0,4;0,1;-;168;-;0,4;0,3;0,2;8;70;Tunggal;Sayur;KZGMI-2001;100
504;DR061;Daun pakis wambateu, segar;86,9;53;3,4;1,2;7,2;4,8;1,3;30;100;0,3;20;200;0,2;0,3;-;191;-;0,7;0,2;0,3;6;70;Tunggal;Sayur;KZGMI-2001;100
505;DR062;Daun paku, segar;88,8;29;3,4;0,1;6,5;4,3;1,2;13;88;1,3;19;434;0,5;0,7;-;18;-;0,2;0,1;11,7;10;70;Tunggal;Sayur;KZGMI-2001;100
506;DR063;Daun pangi,segar;76,1;104;3,9;0,6;17,9;8,3;1,5;256;22;1,8;4;266;1,7;0,5;-;55;-;0,4;0,1;0,1;23;90;Tunggal;Sayur;KZGMI-2001;100
507;DR064;Daun pare, segar;87,3;49;2,7;1;8,4;3;1,6;217;70;3,3;7;498;0,4;1,2;-;1.800;-;0,4;0,2;0,6;7;-;Tunggal;Sayur;KZGMI-2001;100
